1131317,水道橋,11313,JR中央・総武線
1131318,御茶ノ水,11313,JR中央・総武線
1131319,秋葉原,11313,JR中央・総武線
1131320,浅草橋,11313,JR中央・総武線
1131321,両国,11313,JR中央・総武線
1131322,錦糸町,11313,JR中央・総武線
1131323,亀戸,11313,JR中央・総武線
1131324,平井,11313,JR中央・総武線
1131325,新小岩,11313,JR中央・総武線
1131326,小岩,11313,JR中央・総武線
1131327,市川,11313,JR中央・総武線
1131328,本八幡,11313,JR中央・総武線
1131329,下総中山,11313,JR中央・総武線
1131330,西船橋,11313,JR中央・総武線
1131331,船橋,11313,JR中央・総武線
1131332,東船橋,11313,JR中央・総武線
1131333,津田沼,11313,JR中央・総武線
1131334,幕張本郷,11313,JR中央・総武線
1131335,幕張,11313,JR中央・総武線
1131336,新検見川,11313,JR中央・総武線
1131337,稲毛,11313,JR中央・総武線
1131338,西千葉,11313,JR中央・総武線
1131339,千葉,11313,JR中央・総武線
1131401,東京,11314,JR総武本線
1131402,新日本橋,11314,JR総武本線
1131403,馬喰町,11314,JR総武本線
1131404,錦糸町,11314,JR総武本線
1131405,新小岩,11314,JR総武本線
1131406,市川,11314,JR総武本線
1131407,船橋,11314,JR総武本線
1131408,津田沼,11314,JR総武本線
1131409,稲毛,11314,JR総武本線
1131410,千葉,11314,JR総武本線
1131411,東千葉,11314,JR総武本線
1131412,都賀,11314,JR総武本線
1131413,四街道,11314,JR総武本線
1131414,物井,11314,JR総武本線
1131415,佐倉,11314,JR総武本線
1131416,南酒々井,11314,JR総武本線
1131417,榎戸,11314,JR総武本線
1131418,八街,11314,JR総武本線
1131419,日向,11314,JR総武本線
1131420,成東,11314,JR総武本線
1131421,松尾,11314,JR総武本線
1131422,横芝,11314,JR総武本線
1131423,飯倉,11314,JR総武本線
1131424,八日市場,11314,JR総武本線
1131425,干潟,11314,JR総武本線
1131426,旭,11314,JR総武本線
1131427,飯岡,11314,JR総武本線
1131428,倉橋,11314,JR総武本線
1131429,猿田,11314,JR総武本線
1131430,松岸,11314,JR総武本線
1131431,銚子,11314,JR総武本線
1131501,立川,11315,JR青梅線
1131502,西立川,11315,JR青梅線
1131503,東中神,11315,JR青梅線
1131504,中神,11315,JR青梅線
1131505,昭島,11315,JR青梅線
1131506,拝島,11315,JR青梅線
1131507,牛浜,11315,JR青梅線
1131508,福生,11315,JR青梅線
1131509,羽村,11315,JR青梅線
1131510,小作,11315,JR青梅線
1131511,河辺,11315,JR青梅線
1131512,東青梅,11315,JR青梅線
1131513,青梅,11315,JR青梅線
1131514,宮ノ平,11315,JR青梅線
1131515,日向和田,11315,JR青梅線
1131516,石神前,11315,JR青梅線
1131517,二俣尾,11315,JR青梅線
1131518,軍畑,11315,JR青梅線
1131519,沢井,11315,JR青梅線
1131520,御嶽,11315,JR青梅線
1131521,川井,11315,JR青梅線
1131522,古里,11315,JR青梅線
1131523,鳩ノ巣,11315,JR青梅線
1131524,白丸,11315,JR青梅線
1131525,奥多摩,11315,JR青梅線
1131601,拝島,11316,JR五日市線
1131602,熊川,11316,JR五日市線
1131603,東秋留,11316,JR五日市線
1131604,秋川,11316,JR五日市線
1131605,武蔵引田,11316,JR五日市線
1131606,武蔵増戸,11316,JR五日市線
1131607,武蔵五日市,11316,JR五日市線
1131701,八王子,11317,JR八高線(八王子〜高麗川)
1131702,北八王子,11317,JR八高線(八王子〜高麗川)
1131703,小宮,11317,JR八高線(八王子〜高麗川)
1131704,拝島,11317,JR八高線(八王子〜高麗川)
1131705,東福生,11317,JR八高線(八王子〜高麗川)
1131706,箱根ケ崎,11317,JR八高線(八王子〜高麗川)
1131707,金子,11317,JR八高線(八王子〜高麗川)
1131708,東飯能,11317,JR八高線(八王子〜高麗川)
1131709,高麗川,11317,JR八高線(八王子〜高麗川)
1131801,高麗川,11318,JR八高線(高麗川〜高崎)
1131802,毛呂,11318,JR八高線(高麗川〜高崎)
1131803,越生,11318,JR八高線(高麗川〜高崎)
1131804,明覚,11318,JR八高線(高麗川〜高崎)
1131805,小川町,11318,JR八高線(高麗川〜高崎)
1131806,竹沢,11318,JR八高線(高麗川〜高崎)
1131807,折原,11318,JR八高線(高麗川〜高崎)
1131808,寄居,11318,JR八高線(高麗川〜高崎)
1131809,用土,11318,JR八高線(高麗川〜高崎)
1131810,松久,11318,JR八高線(高麗川〜高崎)
1131811,児玉,11318,JR八高線(高麗川〜高崎)
1131812,丹荘,11318,JR八高線(高麗川〜高崎)
1131813,群馬藤岡,11318,JR八高線(高麗川〜高崎)
1131814,北藤岡,11318,JR八高線(高麗川〜高崎)
1131815,倉賀野,11318,JR八高線(高麗川〜高崎)
1131816,高崎,11318,JR八高線(高麗川〜高崎)
1131901,上野,11319,宇都宮線
1131902,尾久,11319,宇都宮線
1131903,赤羽,11319,宇都宮線
1131904,浦和,11319,宇都宮線
1131905,さいたま新都心,11319,宇都宮線
1131906,大宮,11319,宇都宮線
1131907,土呂,11319,宇都宮線
1131908,東大宮,11319,宇都宮線
1131909,蓮田,11319,宇都宮線
1131910,白岡,11319,宇都宮線
1131911,新白岡,11319,宇都宮線
1131912,久喜,11319,宇都宮線
1131913,東鷲宮,11319,宇都宮線
1131914,栗橋,11319,宇都宮線
1131915,古河,11319,宇都宮線
